,Date,Close
204,2016-07-23,654.862
205,2016-07-24,661.05
206,2016-07-25,655.135
207,2016-07-26,651.077
208,2016-07-27,655.442
209,2016-07-28,655.627
210,2016-07-29,656.669
211,2016-07-30,654.976
212,2016-07-31,625.881
213,2016-08-01,607.374
214,2016-08-02,552.821
215,2016-08-03,565.2638
216,2016-08-04,578.3213
217,2016-08-05,574.9563
218,2016-08-06,588.4225
219,2016-08-07,592.78
220,2016-08-08,590.6225
221,2016-08-09,584.7588
222,2016-08-10,592.8925
223,2016-08-11,586.525
224,2016-08-12,586.0263
225,2016-08-13,585.0813
226,2016-08-14,571.4438
227,2016-08-15,567.2025
228,2016-08-16,576.2488
229,2016-08-17,571.745
230,2016-08-18,572.5025
231,2016-08-19,573.6638
232,2016-08-20,580.7025
233,2016-08-21,580.69
234,2016-08-22,584.7325
235,2016-08-23,581.2813
236,2016-08-24,577.995
237,2016-08-25,575.7338
238,2016-08-26,578.1563
239,2016-08-27,568.6663
240,2016-08-28,573.555
241,2016-08-29,572.3613
242,2016-08-30,575.9988
243,2016-08-31,572.3338
244,2016-09-01,571.6938
245,2016-09-02,574.1475
246,2016-09-03,598.3838
247,2016-09-04,608.9175
248,2016-09-05,606.0275
249,2016-09-06,611.07
250,2016-09-07,614.7875
251,2016-09-08,624.9488
252,2016-09-09,621.7963
253,2016-09-10,622.2125
254,2016-09-11,605.8088
255,2016-09-12,606.3075
256,2016-09-13,606.9213
257,2016-09-14,608.22
258,2016-09-15,605.21
259,2016-09-16,606.3338
260,2016-09-17,605.2938
261,2016-09-18,608.6988
262,2016-09-19,608.5275
263,2016-09-20,599.4738
264,2016-09-21,595.7988
265,2016-09-22,595.035
266,2016-09-23,601.7138
267,2016-09-24,601.3413
268,2016-09-25,599.1763
269,2016-09-26,606.8125
270,2016-09-27,604.7625
271,2016-09-28,603.5188
272,2016-09-29,605.0588
273,2016-09-30,608.4375
274,2016-10-01,613.9338
275,2016-10-02,610.2913
276,2016-10-03,612.3375
277,2016-10-04,609.375
278,2016-10-05,610.885
279,2016-10-06,610.9
280,2016-10-07,616.4888
281,2016-10-08,616.5963
282,2016-10-09,614.6238
283,2016-10-10,617.4225
284,2016-10-11,639.3738
285,2016-10-12,635.0813
286,2016-10-13,635.02
287,2016-10-14,638.3675
288,2016-10-15,637.3713
289,2016-10-16,639.8275
290,2016-10-17,636.92
291,2016-10-18,635.5088
292,2016-10-19,628.1538
293,2016-10-20,628.6225
294,2016-10-21,630.1538
295,2016-10-22,652.715
296,2016-10-23,649.245
297,2016-10-24,648.3988
298,2016-10-25,652.895
299,2016-10-26,674.3575
300,2016-10-27,686.52
301,2016-10-28,688.0963
302,2016-10-29,712.87
303,2016-10-30,696.3538
304,2016-10-31,697.3688
305,2016-11-01,729.2713
306,2016-11-02,742.465
307,2016-11-03,687.5075
308,2016-11-04,702.5375
309,2016-11-05,704.1638
310,2016-11-06,712.2363
311,2016-11-07,704.0188
312,2016-11-08,709.1525
313,2016-11-09,721.1913
314,2016-11-10,713.6675
315,2016-11-11,716.5563
316,2016-11-12,703.5463
317,2016-11-13,702.5038
318,2016-11-14,706.395
319,2016-11-15,711.9563
320,2016-11-16,742.07
321,2016-11-17,735.4063
322,2016-11-18,749.6775
323,2016-11-19,750.6325
324,2016-11-20,728.6075
325,2016-11-21,736.7163
326,2016-11-22,748.225
327,2016-11-23,741.5963
328,2016-11-24,736.3988
329,2016-11-25,738.2775
330,2016-11-26,732.8238
331,2016-11-27,728.425
332,2016-11-28,731.7463
333,2016-11-29,731.765
334,2016-11-30,742.0075
335,2016-12-01,753.255
336,2016-12-02,771.4075
337,2016-12-03,764.9725
338,2016-12-04,766.4638
339,2016-12-05,750.7088
340,2016-12-06,758.81
341,2016-12-07,763.8975
342,2016-12-08,766.7513
343,2016-12-09,770.415
344,2016-12-10,773.2113
345,2016-12-11,768.6213
346,2016-12-12,777.9113
347,2016-12-13,775.25
348,2016-12-14,776.6363
349,2016-12-15,775.48
350,2016-12-16,780.85
351,2016-12-17,788.5763
352,2016-12-18,788.5888
353,2016-12-19,790.1563
354,2016-12-20,798.785
355,2016-12-21,833.1025
356,2016-12-22,858.7363
357,2016-12-23,916.7875
358,2016-12-24,894.2025
359,2016-12-25,894.4825
360,2016-12-26,902.5538
361,2016-12-27,931.1138
362,2016-12-28,978.0088
363,2016-12-29,969.625
364,2016-12-30,960.4713
365,2016-12-31,968.2275
366,2017-01-01,997.6888
367,2017-01-02,1018.05
368,2017-01-03,1030.8175
369,2017-01-04,1129.87
370,2017-01-05,1005.815
371,2017-01-06,895.67
372,2017-01-07,905.17
373,2017-01-08,913.5238
374,2017-01-09,899.35
375,2017-01-10,904.7925
376,2017-01-11,775.9813
377,2017-01-12,802.8288
378,2017-01-13,826.1213
379,2017-01-14,818.6388
380,2017-01-15,822.4225
381,2017-01-16,830.2638
382,2017-01-17,904.4538
383,2017-01-18,884.2513
384,2017-01-19,898.0213
385,2017-01-20,891.6238
386,2017-01-21,920.0113
387,2017-01-22,925.3313
388,2017-01-23,912.6875
389,2017-01-24,885.6475
390,2017-01-25,894.11
391,2017-01-26,915.1
392,2017-01-27,918.5625
393,2017-01-28,920.28
394,2017-01-29,914.0438
395,2017-01-30,920.2413
396,2017-01-31,967.6675
397,2017-02-01,987.3463
398,2017-02-02,1007.795
399,2017-02-03,1018.1113
400,2017-02-04,1033.6525
401,2017-02-05,1013.9938
402,2017-02-06,1024.6125
403,2017-02-07,1052.5388
404,2017-02-08,1054.3438
405,2017-02-09,988.9475
406,2017-02-10,993.0788
407,2017-02-11,1010.0025
408,2017-02-12,999.5125
409,2017-02-13,996.8575
410,2017-02-14,1009.2513
411,2017-02-15,1009.1163
412,2017-02-16,1034.0825
413,2017-02-17,1053.1225
414,2017-02-18,1058.4063
415,2017-02-19,1052.8175
416,2017-02-20,1083.2413
417,2017-02-21,1123.6563
418,2017-02-22,1122.195
419,2017-02-23,1178.384
420,2017-02-24,1180.918
421,2017-02-25,1151.581
422,2017-02-26,1179.968
423,2017-02-27,1194.278
424,2017-02-28,1190.888
425,2017-03-01,1230.016
426,2017-03-02,1260.924
427,2017-03-03,1290.786
428,2017-03-04,1267.68
429,2017-03-05,1277.685
430,2017-03-06,1280.868
431,2017-03-07,1232.431
432,2017-03-08,1150.481
433,2017-03-09,1191.815
434,2017-03-10,1117.025
435,2017-03-11,1181.645
436,2017-03-12,1229.505
437,2017-03-13,1243.242
438,2017-03-14,1246.309
439,2017-03-15,1259.601
440,2017-03-16,1172.909
441,2017-03-17,1070.128
442,2017-03-18,970.598
443,2017-03-19,1017.8
444,2017-03-20,1041.343
445,2017-03-21,1115.039
446,2017-03-22,1037.44
447,2017-03-23,1029.95
448,2017-03-24,935.946
449,2017-03-25,964.692
450,2017-03-26,965.229
451,2017-03-27,1040.491
452,2017-03-28,1044.251
453,2017-03-29,1040.392
454,2017-03-30,1037.527
455,2017-03-31,1079.748
456,2017-04-01,1089.511
457,2017-04-02,1098.776
458,2017-04-03,1147.631
459,2017-04-04,1143.746
460,2017-04-05,1134.998
461,2017-04-06,1190.597
462,2017-04-07,1193.019
463,2017-04-08,1184.824
464,2017-04-09,1210.055
465,2017-04-10,1213.339
466,2017-04-11,1224.767
467,2017-04-12,1216.505
468,2017-04-13,1178.533
469,2017-04-14,1183.44
470,2017-04-15,1180.699
471,2017-04-16,1184.787
472,2017-04-17,1203.731
473,2017-04-18,1217.596
474,2017-04-19,1226.939
475,2017-04-20,1255.403
476,2017-04-21,1257.135
477,2017-04-22,1244.375
478,2017-04-23,1248.2175
479,2017-04-24,1248.325
480,2017-04-25,1263.545
481,2017-04-26,1284.845
482,2017-04-27,1329.19
483,2017-04-28,1320.0513
484,2017-04-29,1327.0388
485,2017-04-30,1347.9588
486,2017-05-01,1402.0838
487,2017-05-02,1443.6825
488,2017-05-03,1491.9988
489,2017-05-04,1515.6288
490,2017-05-05,1512.2088
491,2017-05-06,1548.2863
492,2017-05-07,1555.4713
493,2017-05-08,1639.3225
494,2017-05-09,1706.9313
495,2017-05-10,1756.8025
496,2017-05-11,1807.3725
497,2017-05-12,1676.9938
498,2017-05-13,1759.9613
499,2017-05-14,1772.4163
500,2017-05-15,1697.3788
501,2017-05-16,1718.2013
502,2017-05-17,1802.1638
503,2017-05-18,1887.3263
504,2017-05-19,1968.1025
505,2017-05-20,2051.735
506,2017-05-21,2055.6175
507,2017-05-22,2139.0275
508,2017-05-23,2291.4775
509,2017-05-24,2476.2963
510,2017-05-25,2357.5038
511,2017-05-26,2247.4825
512,2017-05-27,2106.3075
513,2017-05-28,2207.5775
514,2017-05-29,2289.87
515,2017-05-30,2197.2338
516,2017-05-31,2330.2338
517,2017-06-01,2452.1813
518,2017-06-02,2517.4088
519,2017-06-03,2555.6538
520,2017-06-04,2552.8088
521,2017-06-05,2736.595
522,2017-06-06,2914.0825
523,2017-06-07,2694.2188
524,2017-06-08,2825.0313
525,2017-06-09,2826.7
526,2017-06-10,2942.345
527,2017-06-11,3018.545
528,2017-06-12,2682.595
529,2017-06-13,2738.9313
530,2017-06-14,2494.485
531,2017-06-15,2456.9238
532,2017-06-16,2528.1025
533,2017-06-17,2663.9975
534,2017-06-18,2576.1713
535,2017-06-19,2641.665
536,2017-06-20,2778.8275
537,2017-06-21,2712.1575
538,2017-06-22,2740.79
539,2017-06-23,2738.225
540,2017-06-24,2619.1188
541,2017-06-25,2594.4538
542,2017-06-26,2485.3588
543,2017-06-27,2593.17
544,2017-06-28,2584.5638
545,2017-06-29,2561.5613
546,2017-06-30,2499.9838
547,2017-07-01,2460.2
548,2017-07-02,2529.7838
549,2017-07-03,2581.0663
550,2017-07-04,2625.0713
551,2017-07-05,2629.2725
552,2017-07-06,2619.1125
553,2017-07-07,2521.2363
554,2017-07-08,2579.9338
555,2017-07-09,2525.675
556,2017-07-10,2371.96
557,2017-07-11,2332.1875
558,2017-07-12,2423.16
559,2017-07-13,2364.5163
560,2017-07-14,2232.655
561,2017-07-15,1993.2588
562,2017-07-16,1938.9425
563,2017-07-17,2244.265
564,2017-07-18,2327.8975
565,2017-07-19,2294.405
566,2017-07-20,2877.3863
567,2017-07-21,2694.2913
568,2017-07-22,2838.81
569,2017-07-23,2762.6263
570,2017-07-24,2779.0438
571,2017-07-25,2591.2163
572,2017-07-26,2550.18
573,2017-07-27,2697.4725
574,2017-07-28,2805.1788
575,2017-07-29,2720.08
576,2017-07-30,2746.3263
577,2017-07-31,2873.8325
578,2017-08-01,2735.5875
579,2017-08-02,2723.58
580,2017-08-03,2814.3613
581,2017-08-04,2883.6813
582,2017-08-05,3301.7588
583,2017-08-06,3255.0025
584,2017-08-07,3431.9688
585,2017-08-08,3453.1625
586,2017-08-09,3377.5438
587,2017-08-10,3445.28
588,2017-08-11,3679.6075
589,2017-08-12,3917.6488
590,2017-08-13,4111.1963
591,2017-08-14,4382.7413
592,2017-08-15,4204.43
593,2017-08-16,4425.2963
594,2017-08-17,4316.34
595,2017-08-18,4159.4575
596,2017-08-19,4206.1313
597,2017-08-20,4111.22
598,2017-08-21,4054.9425
599,2017-08-22,4137.6725
600,2017-08-23,4191.2175
601,2017-08-24,4362.475
602,2017-08-25,4408.3238
603,2017-08-26,4387.4613
604,2017-08-27,4394.515
605,2017-08-28,4439.6588
606,2017-08-29,4648.1338
607,2017-08-30,4630.7275
608,2017-08-31,4764.8675
609,2017-09-01,4950.7238
610,2017-09-02,4643.975
611,2017-09-03,4631.695
612,2017-09-04,4319.7213
613,2017-09-05,4422.1213
614,2017-09-06,4626.72
615,2017-09-07,4638.0975
616,2017-09-08,4317.5375
617,2017-09-09,4291.88
618,2017-09-10,4191.175
619,2017-09-11,4188.845
620,2017-09-12,4148.2675
621,2017-09-13,3874.2588
622,2017-09-14,3226.4125
623,2017-09-15,3686.9
624,2017-09-16,3678.7375
625,2017-09-17,3672.5663
626,2017-09-18,4067.0775
627,2017-09-19,3896.9988
628,2017-09-20,3858.0888
629,2017-09-21,3612.6813
630,2017-09-22,3603.3088
631,2017-09-23,3777.2938
632,2017-09-24,3662.12
633,2017-09-25,3927.4988
634,2017-09-26,3895.5125
635,2017-09-27,4208.5613
636,2017-09-28,4185.2925
637,2017-09-29,4164.1038
638,2017-09-30,4353.0475
639,2017-10-01,4394.6388
640,2017-10-02,4404.0975
641,2017-10-03,4320.09
642,2017-10-04,4225.9238
643,2017-10-05,4322.755
644,2017-10-06,4370.245
645,2017-10-07,4437.0338
646,2017-10-08,4596.9625
647,2017-10-09,4772.975
648,2017-10-10,4754.6988
649,2017-10-11,4830.7663
650,2017-10-12,5439.1338
651,2017-10-13,5640.1275
652,2017-10-14,5809.6938
653,2017-10-15,5697.3917
654,2017-10-16,5754.2213
655,2017-10-17,5595.235
656,2017-10-18,5572.1988
657,2017-10-19,5699.5838
658,2017-10-20,5984.0863
659,2017-10-21,6013.2288
660,2017-10-22,5984.9563
661,2017-10-23,5895.2988
662,2017-10-24,5518.85
663,2017-10-25,5733.9038
664,2017-10-26,5888.145
665,2017-10-27,5767.68
666,2017-10-28,5732.825
667,2017-10-29,6140.5313
668,2017-10-30,6121.8
669,2017-10-31,6447.6675
670,2017-11-01,6750.1725
671,2017-11-02,7030.0025
672,2017-11-03,7161.4513
673,2017-11-04,7386.9988
674,2017-11-05,7382.4488
675,2017-11-06,6958.2113
676,2017-11-07,7118.8013
677,2017-11-08,7458.795
678,2017-11-09,7146.7813
679,2017-11-10,6570.3125
680,2017-11-11,6337.0
681,2017-11-12,5857.3175
682,2017-11-13,6517.6763
683,2017-11-14,6598.7688
684,2017-11-15,7279.0013
685,2017-11-16,7843.9375
686,2017-11-17,7689.9088
687,2017-11-18,7776.94
688,2017-11-19,8033.9363
689,2017-11-20,8238.2025
690,2017-11-21,8095.5938
691,2017-11-22,8230.6925
692,2017-11-23,8002.6413
693,2017-11-24,8201.4613
694,2017-11-25,8763.785
695,2017-11-26,9326.5888
696,2017-11-27,9739.055
697,2017-11-28,9908.2288
698,2017-11-29,9816.3475
699,2017-11-30,9916.5363
700,2017-12-01,10859.5625
701,2017-12-02,10895.0138
702,2017-12-03,11180.8875
703,2017-12-04,11616.855
704,2017-12-05,11696.0583
705,2017-12-06,13708.9913
706,2017-12-07,16858.02
707,2017-12-08,16057.145
708,2017-12-09,14913.4038
709,2017-12-10,15036.9563
710,2017-12-11,16699.6775
711,2017-12-12,17178.1025
712,2017-12-13,16407.2025
713,2017-12-14,16531.0838
714,2017-12-15,17601.9438
715,2017-12-16,19343.04
716,2017-12-17,19086.6438
717,2017-12-18,18960.5225
718,2017-12-19,17608.35
719,2017-12-20,16454.7225
720,2017-12-21,15561.05
721,2017-12-22,13857.145
722,2017-12-23,14548.71
723,2017-12-24,13975.4363
724,2017-12-25,13917.0275
725,2017-12-26,15745.2575
726,2017-12-27,15378.285
727,2017-12-28,14428.76
728,2017-12-29,14427.87
729,2017-12-30,12629.8138
730,2017-12-31,13860.1363
731,2018-01-01,13412.44
732,2018-01-02,14740.7563
733,2018-01-03,15134.6513
734,2018-01-04,15155.2263
735,2018-01-05,16937.1738
736,2018-01-06,17135.8363
737,2018-01-07,16178.495
738,2018-01-08,14970.3575
739,2018-01-09,14439.4738
740,2018-01-10,14890.7225
741,2018-01-11,13287.26
742,2018-01-12,13812.715
743,2018-01-13,14188.785
744,2018-01-14,13619.0288
745,2018-01-15,13585.9013
746,2018-01-16,11348.02
747,2018-01-17,11141.2488
748,2018-01-18,11250.6475
749,2018-01-19,11514.925
750,2018-01-20,12759.6413
751,2018-01-21,11522.8588
752,2018-01-22,10772.15
753,2018-01-23,10839.8263
754,2018-01-24,11399.52
755,2018-01-25,11137.2375
756,2018-01-26,11090.0638
757,2018-01-27,11407.1538
758,2018-01-28,11694.4675
759,2018-01-29,11158.3938
760,2018-01-30,10034.9975
761,2018-01-31,10166.5063
762,2018-02-01,9052.5763
763,2018-02-02,8827.63
764,2018-02-03,9224.3913
765,2018-02-04,8186.6488
766,2018-02-05,6914.26
767,2018-02-06,7700.3863
768,2018-02-07,7581.8038
769,2018-02-08,8237.2363
770,2018-02-09,8689.8388
771,2018-02-10,8556.6125
772,2018-02-11,8070.7963
773,2018-02-12,8891.2125
774,2018-02-13,8516.2438
775,2018-02-14,9477.84
776,2018-02-15,10016.4888
777,2018-02-16,10178.7125
778,2018-02-17,11092.1475
779,2018-02-18,10396.63
780,2018-02-19,11159.7238
781,2018-02-20,11228.2413
782,2018-02-21,10456.1725
783,2018-02-22,9830.4263
784,2018-02-23,10149.4625
785,2018-02-24,9682.3825
786,2018-02-25,9586.46
787,2018-02-26,10313.0825
788,2018-02-27,10564.4188
789,2018-02-28,10309.6413
790,2018-03-01,10907.59
791,2018-03-02,11019.5213
792,2018-03-03,11438.6513
793,2018-03-04,11479.7313
794,2018-03-05,11432.9825
795,2018-03-06,10709.5275
796,2018-03-07,9906.8
797,2018-03-08,9299.2838
798,2018-03-09,9237.05
799,2018-03-10,8787.1638
800,2018-03-11,9532.7413
801,2018-03-12,9118.2713
802,2018-03-13,9144.1475
803,2018-03-14,8196.8975
804,2018-03-15,8256.9938
805,2018-03-16,8269.3275
806,2018-03-17,7862.1088
807,2018-03-18,8196.0225
808,2018-03-19,8594.1913
809,2018-03-20,8915.9038
810,2018-03-21,8895.4
811,2018-03-22,8712.8913
812,2018-03-23,8918.7438
813,2018-03-24,8535.8938
814,2018-03-25,8449.835
815,2018-03-26,8138.3363
816,2018-03-27,7790.1575
817,2018-03-28,7937.205
818,2018-03-29,7086.4875
819,2018-03-30,6844.3213
820,2018-03-31,6926.0175
821,2018-04-01,6816.74
822,2018-04-02,7049.7938
823,2018-04-03,7417.8875
824,2018-04-04,6789.3013
825,2018-04-05,6774.7513
826,2018-04-06,6620.4088
827,2018-04-07,6896.2813
828,2018-04-08,7022.7088
829,2018-04-09,6773.9388
830,2018-04-10,6830.9038
831,2018-04-11,6939.55
832,2018-04-12,7916.3725
833,2018-04-13,7889.2313
834,2018-04-14,8003.6813
835,2018-04-15,8357.0375
836,2018-04-16,8051.345
837,2018-04-17,7890.15
838,2018-04-18,8163.69
839,2018-04-19,8273.7413
840,2018-04-20,8863.5025
841,2018-04-21,8917.5963
842,2018-04-22,8792.83
843,2018-04-23,8938.3038
844,2018-04-24,9652.1563
845,2018-04-25,8864.0875
846,2018-04-26,9278.9975
847,2018-04-27,8978.3325
848,2018-04-28,9342.4713
849,2018-04-29,9392.0313
850,2018-04-30,9244.3225
851,2018-05-01,9067.715
852,2018-05-02,9219.8638
853,2018-05-03,9734.675
854,2018-05-04,9692.7175
855,2018-05-05,9826.5975
856,2018-05-06,9619.1438
857,2018-05-07,9362.5338
858,2018-05-08,9180.1588
859,2018-05-09,9306.0
860,2018-05-10,9014.615
861,2018-05-11,8406.175
862,2018-05-12,8467.6563
863,2018-05-13,8688.0288
864,2018-05-14,8675.2063
865,2018-05-15,8474.2388
866,2018-05-16,8340.2988
867,2018-05-17,8058.6038
868,2018-05-18,8240.725
869,2018-05-19,8234.1525
870,2018-05-20,8520.8125
871,2018-05-21,8395.2325
872,2018-05-22,7983.5175
873,2018-05-23,7502.5588
874,2018-05-24,7578.6913
875,2018-05-25,7460.6938
876,2018-05-26,7334.1638
877,2018-05-27,7344.9675
878,2018-05-28,7105.6725
879,2018-05-29,7460.5838
880,2018-05-30,7375.67
881,2018-05-31,7487.1875
882,2018-06-01,7518.245
883,2018-06-02,7636.1938
884,2018-06-03,7711.365
885,2018-06-04,7490.59
886,2018-06-05,7616.8913
887,2018-06-06,7655.9788
888,2018-06-07,7688.0038
889,2018-06-08,7616.1025
890,2018-06-09,7497.3438
891,2018-06-10,6765.8013
892,2018-06-11,6877.1825
893,2018-06-12,6548.33
894,2018-06-13,6299.5225
895,2018-06-14,6637.7388
896,2018-06-15,6410.7225
897,2018-06-16,6485.8688
898,2018-06-17,6443.6725
899,2018-06-18,6709.48
900,2018-06-19,6737.4138
901,2018-06-20,6758.3788
902,2018-06-21,6717.2025
903,2018-06-22,6053.8963
904,2018-06-23,6170.56
905,2018-06-24,6150.1888
906,2018-06-25,6247.4675
907,2018-06-26,6074.9175
908,2018-06-27,6132.5625
909,2018-06-28,5848.2638
910,2018-06-29,6203.9013
911,2018-06-30,6387.3063
912,2018-07-01,6347.8588
913,2018-07-02,6613.27
914,2018-07-03,6504.9263
915,2018-07-04,6584.7663
916,2018-07-05,6531.2
917,2018-07-06,6600.9863
918,2018-07-07,6755.5613
919,2018-07-08,6704.1825
920,2018-07-09,6664.2063
921,2018-07-10,6302.49
922,2018-07-11,6381.8725
923,2018-07-12,6245.6338
924,2018-07-13,6217.6063
925,2018-07-14,6247.2275
926,2018-07-15,6349.0375
927,2018-07-16,6726.405
928,2018-07-17,7314.9425
929,2018-07-18,7378.7575
930,2018-07-19,7470.825
931,2018-07-20,7330.5363
932,2018-07-21,7404.2875
933,2018-07-22,7396.2863
934,2018-07-23,7717.5
935,2018-07-24,8397.635
936,2018-07-25,8166.76
937,2018-07-26,7929.61
938,2018-07-27,8183.025
939,2018-07-28,8229.96
940,2018-07-29,8215.56
941,2018-07-30,8167.9988
942,2018-07-31,7726.8913
943,2018-08-01,7603.7488
944,2018-08-02,7535.02
945,2018-08-03,7415.5613
946,2018-08-04,7009.0888
947,2018-08-05,7026.9913
948,2018-08-06,6937.0738
949,2018-08-07,6717.2088
950,2018-08-08,6280.58
951,2018-08-09,6537.9025
952,2018-08-10,6143.305
953,2018-08-11,6233.3813
954,2018-08-12,6312.8338
955,2018-08-13,6252.37
956,2018-08-14,6192.3063
957,2018-08-15,6270.0425
958,2018-08-16,6314.2413
959,2018-08-17,6583.2388
960,2018-08-18,6395.3525
961,2018-08-19,6485.7463
962,2018-08-20,6256.6063
963,2018-08-21,6477.3763
964,2018-08-22,6357.5875
965,2018-08-23,6525.6088
966,2018-08-24,6692.6213
967,2018-08-25,6732.5025
968,2018-08-26,6707.6325
969,2018-08-27,6907.6613
970,2018-08-28,7076.745
971,2018-08-29,7035.8125
972,2018-08-30,6982.4
973,2018-08-31,7013.9738
974,2018-09-01,7192.2988
975,2018-09-02,7295.13
976,2018-09-03,7261.4863
977,2018-09-04,7358.4963
978,2018-09-05,6687.0125
979,2018-09-06,6498.6188
980,2018-09-07,6396.2688
981,2018-09-08,6183.38
982,2018-09-09,6238.54
983,2018-09-10,6305.5738
984,2018-09-11,6282.9213
985,2018-09-12,6328.93
986,2018-09-13,6486.6213
987,2018-09-14,6492.375
988,2018-09-15,6515.8988
